value,label
4312,CDS1
4313,WDFY3
4314,ARHGAP24
4315,MAPK10
4316,PTPN13
4317,SLC10A6
4318,C4orf36
4319,AFF1
4320,KLHL8
4321,HSD17B13
4322,HSD17B11
4323,NUDT9
4324,SPARCL1
4325,DSPP
4326,DMP1
4327,IBSP
4328,MEPE
4329,SPP1
4330,PKD2
4331,ABCG2
4332,PPM1K
4333,HERC6
4334,HERC5
4335,PYURF
4336,HERC3
4337,NAP1L5
4338,FAM13A
4339,TIGD2
4340,GPRIN3
4341,SNCA
4342,MMRN1
4343,CCSER1
4344,GRID2
4345,ATOH1
4346,SMARCAD1
4347,HPGDS
4348,PDLIM5
4349,BMPR1B
4350,UNC5C
4351,PDHA2
4352,STPG2
4353,RAP1GDS1
4354,TSPAN5
4355,EIF4E
4356,METAP1
4357,ADH5
4358,ADH4
4359,ADH6
4360,ADH1A
4361,ADH1C
4362,ADH7
4363,C4orf17
4364,TRMT10A
4365,MTTP
4366,C4orf54
4367,DAPP1
4368,LAMTOR3
4369,DNAJB14
4370,DDIT4L
4371,EMCN
4372,PPP3CA
4373,BANK1
4374,SLC39A8
4375,NFKB1
4376,MANBA
4377,CISD2
4378,SLC9B1
4379,SLC9B2
4380,CENPE
4381,TACR3
4382,CXXC4
4383,TET2
4384,PPA2
4385,ARHGEF38
4386,INTS12
4387,GSTCD
4388,NPNT
4389,TBCK
4390,AIMP1
4391,GIMD1
4392,DKK2
4393,PAPSS1
4394,SGMS2
4395,CYP2U1
4396,HADH
4397,LEF1
4398,ETNPPL
4399,COL25A1
4400,SEC24B
4401,MCUB
4402,CASP6
4403,PLA2G12A
4404,CFI
4405,RRH
4406,LRIT3
4407,EGF
4408,ELOVL6
4409,ENPEP
4410,PITX2
4411,FAM241A
4412,AP1AR
4413,TIFA
4414,ALPK1
4415,NEUROG2
4416,ZGRF1
4417,LARP7
4418,ANK2
4419,CAMK2D
4420,ARSJ
4421,UGT8
4422,NDST4
4423,TRAM1L1
4424,PRSS12
4425,METTL14
4426,SEC24D
4427,SYNPO2
4428,MYOZ2
4429,USP53
4430,C4orf3
4431,FABP2
4432,PDE5A
4433,MAD2L1
4434,PRDM5
4435,NDNF
4436,TNIP3
4437,QRFPR
4438,ANXA5
4439,TMEM155
4440,EXOSC9
4441,CCNA2
4442,BBS7
4443,TRPC3
4444,KIAA1109
4445,ADAD1
4446,IL2
4447,IL21
4448,BBS12
4449,FGF2
4450,NUDT6
4451,SPATA5
4452,SPRY1
4453,ANKRD50
4454,FAT4
4455,INTU
4456,SLC25A31
4457,HSPA4L
4458,PLK4
4459,MFSD8
4460,ABHD18
4461,LARP1B
4462,PGRMC2
4463,JADE1
4464,SCLT1
4465,C4orf33
4466,PCDH10
4467,PABPC4L
4468,PCDH18
4469,SLC7A11
4470,NOCT
4471,ELF2
4472,MGARP
4473,NDUFC1
4474,NAA15
4475,RAB33B
4476,SETD7
4477,MGST2
4478,MAML3
4479,CLGN
4480,MGAT4D
4481,ELMOD2
4482,UCP1
4483,TBC1D9
4484,RNF150
4485,ZNF330
4486,IL15
4487,INPP4B
4488,USP38
4489,GAB1
4490,SMARCA5
4491,FREM3
4492,HHIP
4493,ABCE1
4494,OTUD4
4495,SMAD1
4496,MMAA
4497,C4orf51
4498,ZNF827
4499,LSM6
4500,REELD1
4501,SLC10A7
4502,POU4F2
4503,TTC29
4504,EDNRA
4505,TMEM184C
4506,PRMT9
4507,ARHGAP10
4508,NR3C2
4509,IQCM
4510,DCLK2
4511,LRBA
4512,MAB21L2
4513,SH3D19
4514,PRSS48
4515,FAM160A1
4516,GATB
4517,FBXW7
4518,TMEM154
4519,TIGD4
4520,ARFIP1
4521,FHDC1
4522,TRIM2
4523,MND1
4524,TMEM131L
4525,TLR2
4526,RNF175
4527,SFRP2
4528,DCHS2
4529,PLRG1
4530,FGB
4531,FGA
4532,FGG
4533,LRAT
4534,RBM46
4535,NPY2R
4536,MAP9
4537,GUCY1A1
4538,GUCY1B1
4539,ASIC5
4540,TDO2
4541,CTSO
4542,PDGFC
4543,GLRB
4544,GRIA2
4545,GASK1B
4546,TMEM144
4547,RXFP1
4548,C4orf46
4549,ETFDH
4550,PPID
4551,FNIP2
4552,C4orf45
4553,RAPGEF2
4554,FSTL5
4555,NAF1
4556,NPY1R
4557,NPY5R
4558,TKTL2
4559,TMA16
4560,1-Mar
4561,SMIM31
4562,APELA
4563,TRIM61
4564,FAM218A
4565,TRIM60
4566,TRIM75P
4567,TMEM192
4568,KLHL2
4569,MSMO1
4570,CPE
4571,TLL1
4572,SPOCK3
4573,ANXA10
4574,DDX60
4575,DDX60L
4576,PALLD
4577,CBR4
4578,SH3RF1
4579,NEK1
4580,CLCN3
4581,HPF1
4582,MFAP3L
4583,AADAT
4584,GALNTL6
4585,GALNT7
4586,SAP30
4587,SCRG1
4588,HAND2
4589,FBXO8
4590,CEP44
4591,HPGD
4592,GLRA3
4593,ADAM29
4594,GPM6A
4595,WDR17
4596,SPATA4
4597,ASB5
4598,SPCS3
4599,VEGFC
4600,NEIL3
4601,AGA
4602,TENM3
4603,DCTD
4604,WWC2
4605,CLDN22
4606,CLDN24
4607,CDKN2AIP
4608,ING2
4609,TRAPPC11
4610,STOX2
4611,ENPP6
4612,IRF2
4613,CASP3
4614,PRIMPOL
4615,CENPU
4616,ACSL1
4617,HELT
4618,SLC25A4
4619,CFAP97
4620,SNX25
4621,LRP2BP
4622,ANKRD37
4623,UFSP2
4624,C4orf47
4625,CCDC110
4626,PDLIM3
4627,SORBS2
4628,TLR3
4629,FAM149A
4630,CYP4V2
4631,KLKB1
4632,F11
4633,MTNR1A
4634,FAT1
4635,ZFP42
4636,TRIML2
4637,TRIML1
4638,FRG1
4639,DUX4
4640,PLEKHG4B
4641,LRRC14B
4642,CCDC127
4643,SDHA
4644,PDCD6
4645,AHRR
4646,EXOC3
4647,SLC9A3
4648,CEP72
4649,TPPP
4650,BRD9
4651,TRIP13
4652,NKD2
4653,SLC12A7
4654,SLC6A19
4655,SLC6A18
4656,TERT
4657,CLPTM1L
4658,SLC6A3
4659,LPCAT1
4660,NDUFS6
4661,IRX4
4662,IRX2
4663,C5orf38
4664,IRX1
4665,ADAMTS16
4666,ICE1
4667,MED10
4668,UBE2QL1
4669,NSUN2
4670,SRD5A1
4671,TENT4A
4672,ADCY2
4673,C5orf49
4674,MTRR
4675,FASTKD3
4676,SEMA5A
4677,TAS2R1
4678,ATPSCKMT
4679,CCT5
4680,CMBL
4681,6-Mar
4682,ROPN1L
4683,ANKRD33B
4684,DAP
4685,CTNND2
4686,DNAH5
4687,TRIO
4688,OTULINL
4689,OTULIN
4690,ANKH
4691,FBXL7
4692,11-Mar
4693,ZNF622
4694,RETREG1
4695,MYO10
4696,LINC02218
4697,AC106774.4
4698,TAF11L2
4699,TAF11L4
4700,TAF11L11
4701,TAF11L13
4702,TAF11L14
4703,H3.Y
4704,CDH18
4705,CDH12
4706,PRDM9
4707,CDH10
4708,CDH9
4709,CDH6
4710,DROSHA
4711,C5orf22
4712,PDZD2
4713,GOLPH3
4714,MTMR12
4715,ZFR
4716,NPR3
4717,TARS
4718,ADAMTS12
4719,RXFP3
4720,SLC45A2
4721,AMACR
4722,C1QTNF3
4723,RAI14
4724,TTC23L
4725,BRIX1
4726,DNAJC21
4727,AGXT2
4728,PRLR
4729,SPEF2
4730,IL7R
4731,CAPSL
4732,UGT3A1
4733,UGT3A2
4734,LMBRD2
4735,SKP2
4736,NADK2
4737,RANBP3L
4738,SLC1A3
4739,NIPBL
4740,CPLANE1
4741,NUP155
4742,WDR70
4743,GDNF
4744,EGFLAM
4745,LIFR
4746,OSMR
4747,RICTOR
4748,FYB1
4749,C9
4750,DAB2
4751,TTC33
4752,PTGER4
4753,PRKAA1
4754,CARD6
4755,C7
4756,MROH2B
4757,C6
4758,PLCXD3
4759,OXCT1
4760,C5orf51
4761,FBXO4
4762,GHR
4763,CCDC152
4764,SELENOP
4765,ANXA2R
4766,ZNF131
4767,NIM1K
4768,CCL28
4769,TMEM267
4770,C5orf34
4771,PAIP1
4772,NNT
4773,FGF10
4774,HCN1
4775,EMB
4776,PARP8
4777,ISL1
4778,PELO
4779,ITGA1
4780,ITGA2
4781,MOCS2
4782,FST
4783,NDUFS4
4784,ARL15
4785,HSPB3
4786,SNX18
4787,ESM1
4788,GZMK
4789,GZMA
4790,CDC20B
4791,GPX8
4792,MCIDAS
4793,CCNO
4794,DHX29
4795,MTREX
4796,PLPP1
4797,SLC38A9
4798,DDX4
4799,IL31RA
4800,IL6ST
4801,ANKRD55
4802,C5orf67
4803,MAP3K1
4804,SETD9
4805,MIER3
4806,GPBP1
4807,PLK2
4808,GAPT
4809,RAB3C
4810,PDE4D
4811,DEPDC1B
4812,ELOVL7
4813,ERCC8
4814,NDUFAF2
4815,SMIM15
4816,ZSWIM6
4817,KIF2A
4818,DIMT1
4819,IPO11
4820,LRRC70
4821,HTR1A
4822,RNF180
4823,RGS7BP
4824,SHISAL2B
4825,SREK1IP1
4826,CWC27
4827,ADAMTS6
4828,CENPK
4829,PPWD1
4830,TRIM23
4831,SHLD3
4832,TRAPPC13
4833,SGTB
4834,NLN
4835,ERBIN
4836,SREK1
4837,MAST4
4838,CD180
4839,PIK3R1
4840,SLC30A5
4841,CCNB1
4842,CENPH
4843,CDK7
4844,CCDC125
4845,RAD17
4846,MARVELD2
4847,OCLN
4848,SMN1
4849,NAIP
4850,BDP1
4851,MCCC2
4852,CARTPT
4853,MAP1B
4854,PTCD2
4855,ZNF366
4856,TNPO1
4857,FCHO2
4858,TMEM171
4859,TMEM174
4860,FOXD1
4861,BTF3
4862,ANKRA2
4863,UTP15
4864,ARHGEF28
4865,ENC1
4866,HEXB
4867,GFM2
4868,NSA2
4869,FAM169A
4870,GCNT4
4871,ANKRD31
4872,HMGCR
4873,CERT1
4874,POLK
4875,ANKDD1B
4876,POC5
4877,SV2C
4878,IQGAP2
4879,F2RL2
4880,F2R
4881,F2RL1
4882,S100Z
4883,CRHBP
4884,AGGF1
4885,ZBED3
4886,PDE8B
4887,WDR41
4888,OTP
4889,AP3B1
4890,SCAMP1
4891,LHFPL2
4892,ARSB
4893,DMGDH
4894,BHMT2
4895,BHMT
4896,JMY
4897,HOMER1
4898,TENT2
4899,CMYA5
4900,MTX3
4901,THBS4
4902,SERINC5
4903,SPZ1
4904,ZFYVE16
4905,FAM151B
4906,ANKRD34B
4907,DHFR
4908,MSH3
4909,RASGRF2
4910,CKMT2
4911,ZCCHC9
4912,ACOT12
4913,SSBP2
4914,ATG10
4915,ATP6AP1L
4916,TMEM167A
4917,XRCC4
4918,VCAN
4919,HAPLN1
4920,EDIL3
4921,COX7C
4922,RASA1
4923,CCNH
4924,MEF2C
4925,CETN3
4926,MBLAC2
4927,POLR3G
4928,LYSMD3
4929,ADGRV1
4930,ARRDC3
4931,NR2F1
4932,FAM172A
4933,POU5F2
4934,KIAA0825
4935,SLF1
4936,MCTP1
4937,FAM81B
4938,TTC37
4939,ARSK
4940,GPR150
4941,SPATA9
4942,RHOBTB3
4943,GLRX
4944,ELL2
4945,PCSK1
4946,CAST
4947,ERAP1
4948,ERAP2
4949,LNPEP
4950,LIX1
4951,RIOK2
4952,RGMB
4953,CHD1
4954,FAM174A
4955,ST8SIA4
4956,SLCO4C1
4957,SLCO6A1
4958,PAM
4959,GIN1
4960,PPIP5K2
4961,C5orf30
4962,NUDT12
4963,EFNA5
4964,FBXL17
4965,FER
4966,PJA2
4967,MAN2A1
4968,TMEM232
4969,SLC25A46
4970,TSLP
4971,WDR36
4972,CAMK4
4973,STARD4
4974,NREP
4975,EPB41L4A
4976,APC
4977,SRP19
4978,REEP5
4979,DCP2
4980,MCC
4981,TSSK1B
4982,YTHDC2
4983,KCNN2
4984,TRIM36
4985,PGGT1B
4986,CCDC112
4987,FEM1C
4988,TICAM2
4989,TMED7
4990,CDO1
4991,ATG12
4992,LVRN
4993,ARL14EPL
4994,COMMD10
4995,SEMA6A
4996,DTWD2
4997,DMXL1
4998,TNFAIP8
4999,HSD17B4
5000,FAM170A
5001,PRR16
5002,FTMT
5003,SRFBP1
5004,LOX
5005,ZNF474
5006,AC010255.3
5007,SNCAIP
5008,SNX2
5009,SNX24
5010,PPIC
5011,PRDM6
5012,CEP120
5013,CSNK1G3
5014,ZNF608
5015,GRAMD2B
5016,PHAX
5017,TEX43
5018,LMNB1
5019,3-Mar
5020,C5orf63
5021,MEGF10
5022,PRRC1
5023,CTXN3
5024,CCDC192
5025,SLC12A2
5026,FBN2
5027,SLC27A6
5028,ISOC1
5029,ADAMTS19
5030,MINAR2
5031,CHSY3
5032,HINT1
5033,LYRM7
5034,CDC42SE2
5035,RAPGEF6
5036,FNIP1
5037,MEIKIN
5038,ACSL6
5039,IL3
5040,CSF2
5041,P4HA2
5042,PDLIM4
5043,SLC22A4
5044,SLC22A5
5045,IRF1
5046,IL5
5047,RAD50
5048,IL13
5049,IL4
5050,KIF3A
5051,SEPTIN8
5052,SOWAHA
5053,SHROOM1
5054,GDF9
5055,UQCRQ
5056,LEAP2
5057,AFF4
5058,ZCCHC10
5059,HSPA4
5060,FSTL4
5061,C5orf15
5062,VDAC1
5063,TCF7
5064,CDKL3
5065,UBE2B
5066,JADE2
5067,SAR1B
5068,SEC24A
5069,CAMLG
5070,DDX46
5071,C5orf24
5072,TXNDC15
5073,PCBD2
5074,CATSPER3
5075,PITX1
5076,H2AFY
5077,TIFAB
5078,NEUROG1
5079,CXCL14
5080,SLC25A48
5081,IL9
5082,LECT2
5083,TGFBI
5084,SMAD5
5085,SMIM32
5086,TRPC7
5087,SPOCK1
5088,KLHL3
5089,HNRNPA0
5090,MYOT
5091,PKD2L2
5092,FAM13B
5093,WNT8A
5094,NME5
5095,BRD8
5096,KIF20A
5097,CDC23
5098,GFRA3
5099,CDC25C
5100,FAM53C
5101,KDM3B
5102,REEP2
5103,EGR1
5104,HSPA9
5105,CTNNA1
5106,LRRTM2
5107,SIL1
5108,MATR3
5109,PAIP2
5110,SLC23A1
5111,MZB1
5112,PROB1
5113,SPATA24
5114,DNAJC18
5115,ECSCR
5116,SMIM33
5117,TMEM173
5118,UBE2D2
5119,CXXC5
5120,PSD2
5121,NRG2
5122,PURA
5123,IGIP
5124,CYSTM1
5125,PFDN1
5126,HBEGF
5127,SLC4A9
5128,ANKHD1
5129,SRA1
5130,EIF4EBP3
5131,APBB3
5132,SLC35A4
5133,CD14
5134,NDUFA2
5135,TMCO6
5136,IK
5137,WDR55
5138,DND1
5139,HARS
5140,HARS2
5141,ZMAT2
5142,PCDHA1
5143,PCDHA2
5144,PCDHA3
5145,PCDHA4
5146,PCDHA5
5147,PCDHA6
5148,PCDHA7
5149,PCDHA8
5150,PCDHA9
5151,PCDHA10
5152,PCDHA11
5153,PCDHA12
5154,PCDHA13
5155,PCDHAC1
5156,PCDHAC2
5157,PCDHB1
5158,PCDHB2
5159,PCDHB3
5160,PCDHB4
5161,PCDHB5
5162,PCDHB6
5163,PCDHB7
5164,PCDHB16
5165,PCDHB9
5166,PCDHB10
5167,PCDHB11
5168,PCDHB13
5169,PCDHB14
5170,PCDHB15
5171,TAF7
5172,SLC25A2
5173,PCDHGA1
5174,PCDHGA2
5175,PCDHGA3
5176,PCDHGB1
5177,PCDHGA4
5178,PCDHGB2
5179,PCDHGA5
5180,PCDHGB3
5181,PCDHGA6
5182,PCDHGA7
5183,PCDHGB4
5184,PCDHGA8
5185,PCDHGB5
5186,PCDHGA9
5187,PCDHGB6
5188,PCDHGA10
5189,PCDHGB7
5190,PCDHGA11
5191,PCDHGA12
5192,PCDHGC3
5193,PCDHGC4
5194,PCDHGC5
5195,DIAPH1
5196,HDAC3
5197,RELL2
5198,FCHSD1
5199,ARAP3
5200,PCDH1
5201,DELE1
5202,PCDH12
5203,RNF14
5204,GNPDA1
5205,NDFIP1
5206,SPRY4
5207,FGF1
5208,ARHGAP26
5209,NR3C1
5210,HMHB1
5211,YIPF5
5212,KCTD16
5213,PRELID2
5214,GRXCR2
5215,SH3RF2
5216,PLAC8L1
5217,LARS
5218,RBM27
5219,POU4F3
5220,TCERG1
5221,GPR151
5222,PPP2R2B
5223,STK32A
5224,DPYSL3
5225,JAKMIP2
5226,SPINK1
5227,SCGB3A2
5228,C5orf46
5229,SPINK5
5230,SPINK14
5231,SPINK6
5232,MARCOL
5233,SPINK13
5234,SPINK7
5235,SPINK9
5236,FBXO38
5237,HTR4
5238,ADRB2
5239,SH3TC2
5240,ABLIM3
5241,AFAP1L1
5242,GRPEL2
5243,PCYOX1L
5244,IL17B
5245,ARHGEF37
5246,PPARGC1B
5247,PDE6A
5248,SLC26A2
5249,TIGD6
5250,HMGXB3
5251,CSF1R
5252,PDGFRB
5253,CDX1
5254,SLC6A7
5255,CAMK2A
5256,ARSI
5257,TCOF1
5258,CD74
5259,NDST1
5260,SYNPO
5261,MYOZ3
5262,RBM22
5263,DCTN4
5264,SMIM3
5265,IRGM
5266,ZNF300
5267,GPX3
5268,TNIP1
5269,ANXA6
5270,CCDC69
5271,GM2A
5272,SLC36A3
5273,SLC36A2
5274,SLC36A1
5275,FAT2
5276,SPARC
5277,ATOX1
5278,GLRA1
5279,NMUR2
5280,GRIA1
5281,FAM114A2
5282,MFAP3
5283,GALNT10
5284,SAP30L
5285,HAND1
5286,LARP1
5287,FAXDC2
5288,CNOT8
5289,GEMIN5
5290,SGCD
5291,TIMD4
5292,HAVCR1
5293,HAVCR2
5294,MED7
5295,ITK
5296,FAM71B
5297,CYFIP2
5298,FNDC9
5299,ADAM19
5300,NIPAL4
5301,SOX30
5302,C5orf52
5303,THG1L
5304,LSM11
5305,CLINT1
5306,EBF1
5307,RNF145
5308,UBLCP1
5309,IL12B
5310,ADRA1B
5311,TTC1
5312,PWWP2A
5313,FABP6
5314,CCNJL
5315,C1QTNF2
5316,ZBED8
5317,SLU7
5318,PTTG1
5319,ATP10B
5320,GABRB2
5321,GABRA6
5322,GABRA1
5323,GABRG2
5324,CCNG1
5325,NUDCD2
5326,HMMR
5327,MAT2B
5328,TENM2
5329,WWC1
5330,RARS
5331,FBLL1
5332,PANK3
5333,SLIT3
5334,SPDL1
5335,DOCK2
5336,INSYN2B
5337,FOXI1
5338,C5orf58
5339,LCP2
5340,KCNIP1
5341,KCNMB1
5342,GABRP
5343,RANBP17
5344,TLX3
5345,FGF18
5346,SMIM23
5347,FBXW11
5348,STK10
5349,EFCAB9
5350,UBTD2
5351,SH3PXD2B
5352,NEURL1B
5353,DUSP1
5354,ERGIC1
5355,ATP6V0E1
5356,CREBRF
5357,BNIP1
5358,NKX2-5
5359,STC2
5360,BOD1
5361,CPEB4
5362,C5orf47
5363,NSG2
5364,MSX2
5365,DRD1
5366,SFXN1
5367,HRH2
5368,CPLX2
5369,SIMC1
5370,ARL10
5371,NOP16
5372,CLTB
5373,FAF2
5374,RNF44
5375,CDHR2
5376,GPRIN1
5377,SNCB
5378,EIF4E1B
5379,TSPAN17
5380,UNC5A
5381,HK3
5382,UIMC1
5383,ZNF346
5384,FGFR4
5385,NSD1
5386,RAB24
5387,MXD3
5388,PRELID1
5389,LMAN2
5390,RGS14
5391,SLC34A1
5392,PFN3
5393,F12
5394,GRK6
5395,PRR7
5396,DBN1
5397,PDLIM7
5398,DOK3
5399,DDX41
5400,FAM193B
5401,TMED9
5402,B4GALT7
5403,PROP1
5404,N4BP3
5405,RMND5B
5406,NHP2
5407,HNRNPAB
5408,PHYKPL
5409,COL23A1
5410,CLK4
5411,AC113348.1
5412,ZNF354A
5413,ZNF354B
5414,ZFP2
5415,ZNF454
5416,GRM6
5417,ZNF879
5418,ZNF354C
5419,ADAMTS2
5420,RUFY1
5421,HNRNPH1
5422,CBY3
5423,CANX
5424,MAML1
5425,LTC4S
5426,MGAT4B
5427,SQSTM1
5428,MRNIP
5429,TBC1D9B
5430,RNF130
5431,RASGEF1C
5432,MAPK9
5433,GFPT2
5434,CNOT6
5435,SCGB3A1
5436,FLT4
5437,OR2Y1
5438,MGAT1
5439,ZFP62
5440,BTNL8
5441,BTNL3
5442,BTNL9
5443,OR2V1
5444,OR2V2
5445,TRIM7
5446,TRIM41
5447,RACK1
5448,TRIM52
5449,DUSP22
5450,IRF4
5451,EXOC2
5452,HUS1B
5453,FOXQ1
5454,FOXF2
5455,FOXC1
5456,GMDS
5457,MYLK4
5458,WRNIP1
5459,SERPINB1
5460,SERPINB9
5461,SERPINB6
5462,NQO2
5463,RIPK1
5464,BPHL
5465,TUBB2A
5466,PSMG4
5467,SLC22A23
5468,PXDC1
5469,FAM50B
5470,PRPF4B
5471,FAM217A
5472,C6orf201
5473,ECI2
5474,CDYL
5475,RPP40
5476,PPP1R3G
5477,LYRM4
5478,FARS2
5479,NRN1
5480,F13A1
5481,LY86
5482,RREB1
5483,SSR1
5484,CAGE1
5485,RIOK1
5486,DSP
5487,SNRNP48
5488,TXNDC5
5489,BLOC1S5
5490,EEF1E1
5491,SLC35B3
5492,TFAP2A
5493,GCNT2
5494,C6orf52
5495,PAK1IP1
5496,TMEM14C
5497,TMEM14B
5498,MAK
5499,GCM2
5500,SYCP2L
5501,ELOVL2
5502,SMIM13
5503,ERVFRD-1
5504,NEDD9
5505,TMEM170B
5506,ADTRP
5507,HIVEP1
5508,EDN1
5509,PHACTR1
5510,TBC1D7
5511,GFOD1
5512,SIRT5
5513,NOL7
5514,RANBP9
5515,MCUR1
5516,RNF182
5517,JARID2
5518,DTNBP1
5519,MYLIP
5520,GMPR
5521,ATXN1
5522,STMND1
5523,RBM24
5524,CAP2
5525,FAM8A1
5526,NUP153
5527,KIF13A
5528,NHLRC1
5529,TPMT
5530,KDM1B
5531,DEK
5532,RNF144B
5533,ID4
5534,MBOAT1
5535,E2F3
5536,CDKAL1
5537,SOX4
5538,PRL
5539,HDGFL1
5540,NRSN1
5541,DCDC2
5542,KAAG1
5543,MRS2
5544,GPLD1
5545,ALDH5A1
5546,KIAA0319
5547,TDP2
5548,ACOT13
5549,C6orf62
5550,GMNN
5551,ARMH2
5552,RIPOR2
5553,CARMIL1
5554,SCGN
5555,HIST1H2AA
5556,HIST1H2BA
5557,SLC17A4
5558,SLC17A1
5559,SLC17A3
5560,SLC17A2
5561,TRIM38
5562,HIST1H3A
5563,HIST1H4A
5564,HIST1H4B
5565,HIST1H2AB
5566,HIST1H2BB
5567,HFE
5568,HIST1H4C
5569,HIST1H1T
5570,HIST1H2BC
5571,HIST1H2AC
5572,HIST1H1E
5573,HIST1H2BD
5574,HIST1H2BE
5575,HIST1H4D
5576,HIST1H3D
5577,HIST1H2AD
5578,HIST1H2BF
5579,HIST1H4E
5580,HIST1H2BG
5581,HIST1H2AE
5582,HIST1H1D
5583,HIST1H4F
5584,HIST1H2BH
5585,HIST1H3G
5586,HIST1H2BI
5587,HIST1H4H
5588,BTN3A2
5589,BTN2A2
5590,BTN3A1
5591,BTN3A3
5592,BTN2A1
5593,BTN1A1
5594,HMGN4
5595,ABT1
5596,ZNF322
5597,HIST1H2BJ
5598,HIST1H2AG
5599,HIST1H4I
5600,PRSS16
5601,POM121L2
5602,ZNF391
5603,ZNF184
5604,HIST1H2BL
5605,HIST1H2AI
5606,HIST1H3H
5607,HIST1H2BM
5608,HIST1H4J
5609,HIST1H2BN
5610,HIST1H2AK
5611,HIST1H1B
5612,HIST1H3I
5613,HIST1H2BO
5614,OR2B2
5615,OR2B6
5616,ZNF165
5617,ZSCAN16
5618,ZKSCAN8
5619,ZSCAN9
5620,ZKSCAN4
5621,NKAPL
5622,ZSCAN26
5623,PGBD1
5624,ZSCAN31
5625,ZKSCAN3
5626,ZSCAN12
5627,ZSCAN23
5628,GPX6
5629,GPX5
5630,ZBED9
5631,TRIM27
5632,ZNF311
5633,OR2W1
5634,OR2B3
5635,OR2J3
5636,OR2J2
5637,OR14J1
5638,OR5V1
5639,OR12D3
5640,OR12D2
5641,OR11A1
5642,OR10C1
5643,OR2H1
5644,MAS1L
5645,OR2I1P
5646,UBD
5647,GABBR1
5648,OR2H2
5649,MOG
5650,ZFP57
5651,HLA-F
5652,HLA-G
5653,HLA-A
5654,ZNRD1
5655,PPP1R11
5656,RNF39
5657,TRIM31
5658,TRIM40
5659,TRIM10
5660,TRIM15
5661,TRIM26
5662,TRIM39
5663,RPP21
5664,HLA-E
5665,GNL1
5666,PRR3
5667,ABCF1
5668,PPP1R10
5669,ATAT1
5670,C6orf136
5671,PPP1R18
5672,NRM
5673,MDC1
5674,FLOT1
5675,IER3
5676,DDR1
5677,GTF2H4
5678,VARS2
5679,SFTA2
5680,MUCL3
5681,MUC21
5682,MUC22
5683,C6orf15
5684,PSORS1C1
5685,CDSN
5686,PSORS1C2
5687,CCHCR1
5688,TCF19
5689,HLA-C
5690,MICA
5691,MICB
5692,MCCD1
5693,DDX39B
5694,ATP6V1G2
5695,NFKBIL1
5696,LTA
5697,TNF
5698,LTB
5699,LST1
5700,NCR3
5701,AIF1
5702,PRRC2A
5703,BAG6
5704,APOM
5705,C6orf47
5706,GPANK1
5707,CSNK2B
5708,LY6G5B
5709,LY6G5C
5710,ABHD16A
5711,LY6G6F
5712,LY6G6E
5713,LY6G6D
5714,MPIG6B
5715,LY6G6C
5716,DDAH2
5717,CLIC1
5718,MSH5
5719,SAPCD1
5720,VWA7
5721,VARS
5722,LSM2
5723,HSPA1L
5724,HSPA1A
5725,HSPA1B
5726,SNHG32
5727,NEU1
5728,SLC44A4
5729,EHMT2
5730,C2
5731,CFB
5732,NELFE
5733,SKIV2L
5734,DXO
5735,STK19
5736,CYP21A2
5737,TNXB
5738,ATF6B
5739,FKBPL
5740,PRRT1
5741,PPT2
5742,EGFL8
5743,AGPAT1
5744,RNF5
5745,AGER
5746,GPSM3
5747,NOTCH4
5748,TSBP1
5749,BTNL2
5750,HLA-DRA
5751,HLA-DRB5
5752,HLA-DRB1
5753,HLA-DQA1
5754,HLA-DQB1
5755,HLA-DQA2
5756,HLA-DQB2
5757,HLA-DOB
5758,TAP2
5759,PSMB8
5760,PSMB9
5761,TAP1
5762,HLA-DMB
5763,HLA-DMA
5764,BRD2
5765,HLA-DOA
5766,HLA-DPA1
5767,HLA-DPB1
5768,COL11A2
5769,RXRB
5770,SLC39A7
5771,HSD17B8
5772,RING1
5773,VPS52
5774,B3GALT4
5775,WDR46
5776,PFDN6
5777,RGL2
5778,TAPBP
5779,ZBTB22
5780,DAXX
5781,KIFC1
5782,PHF1
5783,CUTA
5784,SYNGAP1
5785,ZBTB9
5786,BAK1
5787,ITPR3
5788,UQCC2
5789,IP6K3
5790,LEMD2
5791,MLN
5792,GRM4
5793,HMGA1
5794,SMIM29
5795,NUDT3
5796,PACSIN1
5797,SPDEF
5798,ILRUN
5799,SNRPC
5800,UHRF1BP1
5801,TAF11
5802,ANKS1A
5803,TCP11
5804,SCUBE3
5805,ZNF76
5806,DEF6
5807,PPARD
5808,FANCE
5809,TEAD3
5810,TULP1
5811,FKBP5
5812,ARMC12
5813,CLPSL2
5814,CLPSL1
5815,CLPS
5816,LHFPL5
5817,SRPK1
5818,SLC26A8
5819,MAPK14
5820,MAPK13
5821,BRPF3
5822,PNPLA1
5823,BNIP5
5824,ETV7
5825,PXT1
5826,KCTD20
5827,STK38
5828,SRSF3
5829,CDKN1A
5830,RAB44
5831,CPNE5
5832,PPIL1
5833,C6orf89
5834,PI16
5835,MTCH1
5836,FGD2
5837,PIM1
5838,TMEM217
5839,TBC1D22B
5840,RNF8
5841,CMTR1
5842,CCDC167
5843,MDGA1
5844,ZFAND3
5845,BTBD9
5846,GLO1
5847,DNAH8
5848,GLP1R
5849,SAYSD1
5850,KCNK5
5851,KCNK17
5852,KCNK16
5853,KIF6
5854,DAAM2
5855,MOCS1
5856,LRFN2
5857,UNC5CL
