value,label
8775,NRBF2
8776,JMJD1C
8777,REEP3
8778,CTNNA3
8779,LRRTM3
8780,DNAJC12
8781,SIRT1
8782,HERC4
8783,MYPN
8784,ATOH7
8785,PBLD
8786,HNRNPH3
8787,RUFY2
8788,DNA2
8789,SLC25A16
8790,TET1
8791,CCAR1
8792,STOX1
8793,DDX50
8794,DDX21
8795,KIF1BP
8796,SRGN
8797,VPS26A
8798,SUPV3L1
8799,HKDC1
8800,HK1
8801,TSPAN15
8802,NEUROG3
8803,FAM241B
8804,COL13A1
8805,H2AFY2
8806,AIFM2
8807,TYSND1
8808,SAR1A
8809,NPFFR1
8810,LRRC20
8811,EIF4EBP2
8812,NODAL
8813,PALD1
8814,PRF1
8815,ADAMTS14
8816,TBATA
8817,SGPL1
8818,PCBD1
8819,UNC5B
8820,SLC29A3
8821,CDH23
8822,C10orf105
8823,VSIR
8824,PSAP
8825,CHST3
8826,SPOCK2
8827,ASCC1
8828,ANAPC16
8829,DDIT4
8830,DNAJB12
8831,MICU1
8832,MCU
8833,OIT3
8834,PLA2G12B
8835,P4HA1
8836,NUDT13
8837,ECD
8838,FAM149B1
8839,DNAJC9
8840,CFAP70
8841,ANXA7
8842,MSS51
8843,PPP3CB
8844,USP54
8845,MYOZ1
8846,SYNPO2L
8847,SEC24C
8848,FUT11
8849,CHCHD1
8850,ZSWIM8
8851,NDST2
8852,CAMK2G
8853,PLAU
8854,C10orf55
8855,VCL
8856,AP3M1
8857,ADK
8858,KAT6B
8859,DUPD1
8860,DUSP13
8861,SAMD8
8862,VDAC2
8863,COMTD1
8864,ZNF503
8865,LRMDA
8866,KCNMA1
8867,DLG5
8868,POLR3A
8869,ZMIZ1
8870,PPIF
8871,ZCCHC24
8872,EIF5AL1
8873,SFTPD
8874,TMEM254
8875,PLAC9
8876,ANXA11
8877,MAT1A
8878,DYDC1
8879,DYDC2
8880,PRXL2A
8881,TSPAN14
8882,SH2D4B
8883,NRG3
8884,GHITM
8885,C10orf99
8886,CDHR1
8887,LRIT2
8888,RGR
8889,LRIT1
8890,CCSER2
8891,GRID1
8892,WAPL
8893,OPN4
8894,LDB3
8895,BMPR1A
8896,MMRN2
8897,SNCG
8898,ADIRF
8899,GLUD1
8900,NUTM2A
8901,NUTM2D
8902,MINPP1
8903,PAPSS2
8904,ATAD1
8905,KLLN
8906,PTEN
8907,RNLS
8908,LIPJ
8909,LIPF
8910,LIPK
8911,LIPN
8912,LIPM
8913,ANKRD22
8914,STAMBPL1
8915,ACTA2
8916,FAS
8917,CH25H
8918,LIPA
8919,IFIT2
8920,IFIT3
8921,IFIT1B
8922,IFIT1
8923,IFIT5
8924,SLC16A12
8925,PANK1
8926,KIF20B
8927,HTR7
8928,RPP30
8929,ANKRD1
8930,PCGF5
8931,HECTD2
8932,PPP1R3C
8933,TNKS2
8934,FGFBP3
8935,BTAF1
8936,5-Mar
8937,IDE
8938,KIF11
8939,HHEX
8940,EXOC6
8941,CYP26C1
8942,CYP26A1
8943,MYOF
8944,CEP55
8945,FFAR4
8946,RBP4
8947,PDE6C
8948,FRA10AC1
8949,LGI1
8950,SLC35G1
8951,PLCE1
8952,NOC3L
8953,TBC1D12
8954,HELLS
8955,CYP2C18
8956,CYP2C8
8957,ACSM6
8958,SORBS1
8959,ALDH18A1
8960,TCTN3
8961,ENTPD1
8962,CC2D2B
8963,CCNJ
8964,ZNF518A
8965,BLNK
8966,DNTT
8967,OPALIN
8968,TLL2
8969,TM9SF3
8970,PIK3AP1
8971,LCOR
8972,SLIT1
8973,ARHGAP19
8974,FRAT1
8975,FRAT2
8976,RRP12
8977,PGAM1
8978,EXOSC1
8979,ZDHHC16
8980,MMS19
8981,UBTD1
8982,ANKRD2
8983,HOGA1
8984,C10orf62
8985,MORN4
8986,PI4K2A
8987,AVPI1
8988,MARVELD1
8989,ZFYVE27
8990,SFRP5
8991,GOLGA7B
8992,CRTAC1
8993,R3HCC1L
8994,LOXL4
8995,PYROXD2
8996,HPS1
8997,HPSE2
8998,CNNM1
8999,GOT1
9000,NKX2-3
9001,SLC25A28
9002,ENTPD7
9003,CUTC
9004,COX15
9005,ABCC2
9006,DNMBP
9007,CPN1
9008,ERLIN1
9009,CHUK
9010,CWF19L1
9011,BLOC1S2
9012,PKD2L1
9013,SCD
9014,WNT8B
9015,SEC31B
9016,HIF1AN
9017,PAX2
9018,SLF2
9019,SEMA4G
9020,TWNK
9021,LZTS2
9022,PDZD7
9023,SFXN3
9024,KAZALD1
9025,TLX1
9026,LBX1
9027,BTRC
9028,DPCD
9029,POLL
9030,FBXW4
9031,FGF8
9032,NPM3
9033,OGA
9034,KCNIP2
9035,ARMH3
9036,HPS6
9037,LDB1
9038,PPRC1
9039,ELOVL3
9040,PITX3
9041,GBF1
9042,NFKB2
9043,PSD
9044,FBXL15
9045,CUEDC2
9046,C10orf95
9047,MFSD13A
9048,ACTR1A
9049,SUFU
9050,TRIM8
9051,ARL3
9052,SFXN2
9053,WBP1L
9054,CYP17A1
9055,BORCS7
9056,AS3MT
9057,CNNM2
9058,NT5C2
9059,INA
9060,PCGF6
9061,TAF5
9062,PDCD11
9063,CALHM2
9064,CALHM1
9065,CALHM3
9066,NEURL1
9067,SH3PXD2A
9068,STN1
9069,SLK
9070,COL17A1
9071,SFR1
9072,CFAP43
9073,GSTO1
9074,GSTO2
9075,ITPRIP
9076,CFAP58
9077,SORCS3
9078,SORCS1
9079,XPNPEP1
9080,ADD3
9081,MXI1
9082,SMNDC1
9083,SMC3
9084,RBM20
9085,PDCD4
9086,BBIP1
9087,SHOC2
9088,ADRA2A
9089,GPAM
9090,TECTB
9091,ACSL5
9092,ZDHHC6
9093,VTI1A
9094,TCF7L2
9095,HABP2
9096,NRAP
9097,CASP7
9098,PLEKHS1
9099,DCLRE1A
9100,NHLRC2
9101,ADRB1
9102,CCDC186
9103,TDRD1
9104,VWA2
9105,AFAP1L2
9106,ABLIM1
9107,FAM160B1
9108,TRUB1
9109,ATRNL1
9110,GFRA1
9111,CCDC172
9112,PNLIPRP3
9113,PNLIP
9114,PNLIPRP1
9115,C10orf82
9116,ENO4
9117,SHTN1
9118,VAX1
9119,KCNK18
9120,SLC18A2
9121,PDZD8
9122,EMX2
9123,RAB11FIP2
9124,FAM204A
9125,PRLHR
9126,CACUL1
9127,NANOS1
9128,EIF3A
9129,DENND10
9130,SFXN4
9131,PRDX3
9132,GRK5
9133,TIAL1
9134,BAG3
9135,INPP5F
9136,MCMBP
9137,SEC23IP
9138,PLPP4
9139,WDR11
9140,FGFR2
9141,ATE1
9142,NSMCE4A
9143,TACC2
9144,BTBD16
9145,PLEKHA1
9146,ARMS2
9147,HTRA1
9148,DMBT1
9149,AL603764.2
9150,C10orf120
9151,CUZD1
9152,FAM24B
9153,FAM24A
9154,C10orf88
9155,PSTK
9156,IKZF5
9157,ACADSB
9158,HMX3
9159,HMX2
9160,BUB3
9161,GPR26
9162,CPXM2
9163,CHST15
9164,OAT
9165,LHPP
9166,FAM53B
9167,EEF1AKMT2
9168,ABRAXAS2
9169,ZRANB1
9170,TEX36
9171,EDRF1
9172,MMP21
9173,UROS
9174,BCCIP
9175,DHX32
9176,FANK1
9177,ADAM12
9178,C10orf90
9179,DOCK1
9180,INSYN2A
9181,NPS
9182,FOXI2
9183,CLRN3
9184,PTPRE
9185,MKI67
9186,MGMT
9187,EBF3
9188,C10orf143
9189,GLRX3
9190,TCERG1L
9191,PPP2R2D
9192,BNIP3
9193,JAKMIP3
9194,DPYSL4
9195,STK32C
9196,LRRC27
9197,PWWP2B
9198,INPP5A
9199,NKX6-2
9200,CFAP46
9201,ADGRA1
9202,KNDC1
9203,UTF1
9204,VENTX
9205,ADAM8
9206,TUBGCP2
9207,ZNF511
9208,CALY
9209,PRAP1
9210,FUOM
9211,ECHS1
9212,PAOX
9213,MTG1
9214,SCART1
9215,CYP2E1
9216,SYCE1
9217,BET1L
9218,ODF3
9219,RIC8A
9220,SIRT3
9221,PSMD13
9222,NLRP6
9223,PGGHG
9224,IFITM5
9225,IFITM2
9226,IFITM1
9227,IFITM3
9228,B4GALNT4
9229,PKP3
9230,SIGIRR
9231,ANO9
9232,PTDSS2
9233,RNH1
9234,HRAS
9235,LRRC56
9236,LMNTD2
9237,RASSF7
9238,PHRF1
9239,IRF7
9240,CDHR5
9241,SCT
9242,DRD4
9243,DEAF1
9244,EPS8L2
9245,TMEM80
9246,TALDO1
9247,GATD1
9248,SLC25A22
9249,PANO1
9250,PIDD1
9251,PNPLA2
9252,CRACR2B
9253,CD151
9254,POLR2L
9255,TSPAN4
9256,CHID1
9257,AP2A2
9258,MUC6
9259,MUC2
9260,MUC5AC
9261,MUC5B
9262,TOLLIP
9263,BRSK2
9264,MOB2
9265,DUSP8
9266,KRTAP5-1
9267,KRTAP5-2
9268,KRTAP5-5
9269,KRTAP5-6
9270,IFITM10
9271,CTSD
9272,SYT8
9273,LSP1
9274,PRR33
9275,TNNT3
9276,AC132217.2
9277,INS
9278,TH
9279,ASCL2
9280,C11orf21
9281,TSPAN32
9282,CD81
9283,TSSC4
9284,TRPM5
9285,KCNQ1
9286,CDKN1C
9287,SLC22A18AS
9288,SLC22A18
9289,PHLDA2
9290,NAP1L4
9291,CARS
9292,OSBPL5
9293,MRGPRG
9294,MRGPRE
9295,ZNF195
9296,ART5
9297,ART1
9298,CHRNA10
9299,NUP98
9300,PGAP2
9301,RHOG
9302,STIM1
9303,RRM1
9304,SSU72P2
9305,SSU72P3
9306,OR52B4
9307,TRIM21
9308,OR52K2
9309,OR52K1
9310,OR52M1
9311,C11orf40
9312,OR52I2
9313,OR52I1
9314,TRIM68
9315,OR51D1
9316,OR51E1
9317,OR51E2
9318,OR51C1P
9319,MMP26
9320,OR51F1
9321,OR52R1
9322,OR51F2
9323,OR51S1
9324,OR51T1
9325,OR51A7
9326,OR51G2
9327,OR51G1
9328,OR51A4
9329,OR51A2
9330,OR51L1
9331,OR52J3
9332,OR52E2
9333,OR52A5
9334,OR52A1
9335,OR51V1
9336,HBG2
9337,AC104389.5
9338,HBE1
9339,OR51B4
9340,OR51B5
9341,OR51B2
9342,OR51B6
9343,OR51M1
9344,OR51Q1
9345,OR51I1
9346,OR51I2
9347,OR52D1
9348,UBQLN3
9349,UBQLNL
9350,OR52H1
9351,OR52B6
9352,TRIM6
9353,TRIM34
9354,TRIM22
9355,OR56B1
9356,OR52N4
9357,OR52N5
9358,OR52N1
9359,OR52N2
9360,OR52E6
9361,OR52E8
9362,OR52E4
9363,OR52E5
9364,OR56A3
9365,OR56A5
9366,OR52L1
9367,OR56A4
9368,OR56A1
9369,OR56B4
9370,OR52B2
9371,OR52W1
9372,C11orf42
9373,FAM160A2
9374,CNGA4
9375,CCKBR
9376,CAVIN3
9377,SMPD1
9378,APBB1
9379,HPX
9380,TRIM3
9381,ARFIP2
9382,TIMM10B
9383,DNHD1
9384,RRP8
9385,ILK
9386,TAF10
9387,TPP1
9388,DCHS1
9389,OR2AG2
9390,OR2AG1
9391,OR6A2
9392,OR10A5
9393,OR10A2
9394,OR10A4
9395,OR2D2
9396,OR2D3
9397,ZNF215
9398,ZNF214
9399,NLRP14
9400,RBMXL2
9401,SYT9
9402,OLFML1
9403,PPFIBP2
9404,CYB5R2
9405,OVCH2
9406,OR5P2
9407,OR5P3
9408,OR10A6
9409,OR10A3
9410,NLRP10
9411,EIF3F
9412,TUB
9413,RIC3
9414,LMO1
9415,STK33
9416,TRIM66
9417,ST5
9418,AKIP1
9419,C11orf16
9420,ASCL3
9421,TMEM9B
9422,NRIP3
9423,SCUBE2
9424,DENND5A
9425,TMEM41B
9426,IPO7
9427,ZNF143
9428,WEE1
9429,SWAP70
9430,SBF2
9431,ADM
9432,AMPD3
9433,MTRNR2L8
9434,RNF141
9435,LYVE1
9436,MRVI1
9437,CTR9
9438,EIF4G2
9439,ZBED5
9440,GALNT18
9441,CSNK2A3
9442,USP47
9443,DKK3
9444,MICAL2
9445,PARVA
9446,TEAD1
9447,RASSF10
9448,ARNTL
9449,BTBD10
9450,PTH
9451,FAR1
9452,SPON1
9453,RRAS2
9454,COPB1
9455,PSMA1
9456,PDE3B
9457,CYP2R1
9458,INSC
9459,SOX6
9460,C11orf58
9461,PLEKHA7
9462,PIK3C2A
9463,NUCB2
9464,NCR3LG1
9465,KCNJ11
9466,ABCC8
9467,USH1C
9468,OTOG
9469,MYOD1
9470,KCNC1
9471,SERGEF
9472,TPH1
9473,SAAL1
9474,MRGPRX3
9475,MRGPRX4
9476,SAA4
9477,SAA2
9478,SAA1
9479,HPS5
9480,GTF2H1
9481,LDHC
9482,LDHAL6A
9483,TSG101
9484,UEVLD
9485,SPTY2D1OS
9486,SPTY2D1
9487,TMEM86A
9488,IGSF22
9489,PTPN5
9490,MRGPRX1
9491,ZDHHC13
9492,CSRP3
9493,E2F8
9494,NAV2
9495,DBX1
9496,HTATIP2
9497,PRMT3
9498,SLC6A5
9499,NELL1
9500,ANO5
9501,SLC17A6
9502,FANCF
9503,GAS2
9504,SVIP
9505,CCDC179
9506,LUZP2
9507,ANO3
9508,MUC15
9509,SLC5A12
9510,FIBIN
9511,BBOX1
9512,CCDC34
9513,LGR4
9514,LIN7C
9515,BDNF
9516,KIF18A
9517,KCNA4
9518,FSHB
9519,ARL14EP
9520,MPPED2
9521,DCDC1
9522,DNAJC24
9523,IMMP1L
9524,ELP4
9525,PAX6
9526,RCN1
9527,WT1
9528,EIF3M
9529,CCDC73
9530,PRRG4
9531,QSER1
9532,DEPDC7
9533,TCP11L1
9534,CSTF3
9535,HIPK3
9536,KIAA1549L
9537,FBXO3
9538,LMO2
9539,CAPRIN1
9540,NAT10
9541,ABTB2
9542,CAT
9543,ELF5
9544,EHF
9545,APIP
9546,PDHX
9547,CD44
9548,SLC1A2
9549,PAMR1
9550,FJX1
9551,TRIM44
9552,LDLRAD3
9553,COMMD9
9554,PRR5L
9555,TRAF6
9556,RAG1
9557,RAG2
9558,C11orf74
9559,LRRC4C
9560,API5
9561,TTC17
9562,HSD17B12
9563,ALKBH3
9564,C11orf96
9565,ACCSL
9566,ACCS
9567,EXT2
9568,ALX4
9569,CD82
9570,TSPAN18
9571,TP53I11
9572,PRDM11
9573,SYT13
9574,CHST1
9575,SLC35C1
9576,CRY2
9577,MAPK8IP1
9578,C11orf94
9579,PEX16
9580,LARGE2
9581,PHF21A
9582,CREB3L1
9583,DGKZ
9584,MDK
9585,CHRM4
9586,AMBRA1
9587,HARBI1
9588,ATG13
9589,ZNF408
9590,F2
9591,CKAP5
9592,LRP4
9593,C11orf49
9594,ARFGAP2
9595,PACSIN3
9596,DDB2
9597,ACP2
9598,NR1H3
9599,MADD
9600,MYBPC3
9601,SPI1
9602,SLC39A13
9603,PSMC3
9604,RAPSN
9605,CELF1
9606,NDUFS3
9607,PTPMT1
9608,KBTBD4
9609,FAM180B
9610,C1QTNF4
9611,MTCH2
9612,AGBL2
9613,FNBP4
9614,NUP160
9615,PTPRJ
9616,OR4B1
9617,OR4X2
9618,OR4X1
9619,OR4S1
9620,OR4C3
9621,OR4C5
9622,OR4A47
9623,TRIM51GP
9624,TRIM64C
9625,OR4C13
9626,OR4C12
9627,OR4C46
9628,OR4A5
9629,OR4A15
9630,OR4C15
9631,OR4C16
9632,OR4C11
9633,OR4P4
9634,OR4S2
9635,OR4C6
9636,OR5D3P
9637,OR5D13
9638,OR5D14
9639,OR5L1
9640,OR5D18
9641,OR5L2
9642,OR5D16
9643,TRIM51
9644,OR5W2
9645,OR5I1
9646,OR10AG1
9647,OR5F1
9648,OR5AS1
9649,OR8I2
9650,OR8H2
9651,OR8H3
9652,OR8J3
9653,OR8K5
9654,OR5J2
9655,OR5T2
9656,OR5T3
9657,OR5T1
9658,OR8H1
9659,OR8K3
9660,OR8K1
9661,OR8J1
9662,OR8U1
9663,OR5R1
9664,OR5M9
9665,OR5M3
9666,OR5M8
9667,OR5M11
9668,OR5M10
9669,OR5M1
9670,OR5AP2
9671,OR5AR1
9672,OR9G1
9673,OR9G4
9674,OR5AK2
9675,LRRC55
9676,APLNR
9677,TNKS1BP1
9678,SSRP1
9679,P2RX3
9680,PRG3
9681,PRG2
9682,SLC43A3
9683,RTN4RL2
9684,SLC43A1
9685,TIMM10
9686,SMTNL1
9687,UBE2L6
9688,SERPING1
9689,CLP1
9690,ZDHHC5
9691,MED19
9692,TMX2
9693,SELENOH
9694,BTBD18
9695,CTNND1
9696,OR9Q1
9697,OR6Q1
9698,OR9I1
9699,OR9Q2
9700,OR1S2
9701,OR1S1
9702,OR10Q1
9703,OR10W1
9704,OR5B17
9705,OR5B3
9706,OR5B2
9707,OR5B12
9708,OR5B21
9709,LPXN
9710,ZFP91
9711,CNTF
9712,GLYAT
9713,GLYATL2
9714,GLYATL1
9715,FAM111B
9716,FAM111A
9717,DTX4
9718,MPEG1
9719,OR5AN1
9720,OR5A2
9721,OR5A1
9722,OR4D6
9723,OR4D10
9724,OR4D11
9725,OR4D9
9726,OSBP
9727,PATL1
9728,OR10V1
9729,STX3
9730,CBLIF
9731,TCN1
9732,OOSP3
9733,OOSP1
9734,OOSP4A
9735,OOSP4B
9736,OOSP2
9737,MS4A3
9738,MS4A2
9739,MS4A6A
9740,MS4A4A
9741,MS4A6E
9742,MS4A7
9743,MS4A14
9744,MS4A5
9745,MS4A1
9746,MS4A12
9747,MS4A13
9748,MS4A8
9749,MS4A18
9750,MS4A15
9751,MS4A10
9752,CCDC86
9753,PTGDR2
9754,ZP1
9755,PRPF19
9756,TMEM109
9757,TMEM132A
9758,SLC15A3
9759,CD6
9760,CD5
9761,VPS37C
9762,PGA5
9763,VWCE
9764,DDB1
9765,TKFC
9766,CYB561A3
9767,TMEM138
9768,TMEM216
9769,CPSF7
9770,PPP1R32
9771,LRRC10B
9772,SYT7
9773,DAGLA
9774,MYRF
9775,TMEM258
9776,FADS2
9777,FADS1
9778,FADS3
9779,RAB3IL1
9780,BEST1
9781,FTH1
9782,INCENP
9783,SCGB1D1
9784,SCGB2A1
9785,SCGB1D2
9786,SCGB2A2
9787,SCGB1D4
9788,ASRGL1
9789,SCGB1A1
9790,AHNAK
9791,EEF1G
9792,TUT1
9793,MTA2
9794,EML3
9795,ROM1
9796,GANAB
9797,INTS5
9798,C11orf98
9799,LBHD1
9800,CSKMT
9801,UQCC3
9802,UBXN1
9803,LRRN4CL
9804,BSCL2
9805,GNG3
9806,HNRNPUL2
9807,TTC9C
9808,ZBTB3
9809,POLR2G
9810,TAF6L
9811,TMEM223
9812,TMEM179B
9813,NXF1
9814,STX5
9815,TEX54
9816,WDR74
9817,SLC3A2
9818,CHRM1
9819,SLC22A6
9820,SLC22A8
9821,SLC22A24
9822,SLC22A10
9823,SLC22A9
9824,PLAAT5
9825,LGALS12
9826,PLAAT4
9827,PLAAT2
9828,PLAAT3
9829,ATL3
9830,C11orf95
9831,SPINDOC
9832,MARK2
9833,COX8A
9834,OTUB1
9835,MACROD1
9836,FLRT1
9837,FERMT3
9838,TRPT1
9839,NUDT22
9840,DNAJC4
9841,VEGFB
9842,PLCB3
9843,BAD
9844,GPR137
9845,KCNK4
9846,CATSPERZ
9847,TRMT112
9848,PRDX5
9849,CCDC88B
9850,SLC22A11
9851,SLC22A12
9852,NRXN2
9853,RASGRP2
9854,PYGM
9855,SF1
9856,MAP4K2
9857,MEN1
9858,CDC42BPG
9859,EHD1
9860,ATG2A
9861,PPP2R5B
9862,GPHA2
9863,MAJIN
9864,BATF2
9865,ARL2
9866,SNX15
9867,SAC3D1
9868,NAALADL1
9869,CDCA5
9870,ZFPL1
9871,TMEM262
9872,TM7SF2
9873,ZNHIT2
9874,SYVN1
9875,SPDYC
9876,CAPN1
9877,POLA2
9878,CDC42EP2
9879,DPF2
9880,TIGD3
9881,SLC25A45
9882,FRMD8
9883,SCYL1
9884,LTBP3
9885,ZNRD2
9886,FAM89B
9887,EHBP1L1
9888,KCNK7
9889,MAP3K11
9890,PCNX3
9891,SIPA1
9892,RELA
9893,KAT5
9894,AP5B1
9895,SNX32
9896,MUS81
9897,EFEMP2
9898,CTSW
9899,FIBP
9900,CCDC85B
9901,FOSL1
9902,C11orf68
9903,DRAP1
9904,TSGA10IP
9905,SART1
9906,EIF1AD
9907,BANF1
9908,CST6
9909,CATSPER1
9910,GAL3ST3
9911,SF3B2
9912,PACS1
9913,KLC2
9914,RAB1B
9915,CNIH2
9916,YIF1A
9917,TMEM151A
9918,CD248
9919,RIN1
9920,BRMS1
9921,B4GAT1
9922,SLC29A2
9923,NPAS4
9924,PELI3
9925,DPP3
9926,BBS1
9927,ZDHHC24
9928,ACTN3
9929,CTSF
9930,CCDC87
9931,CCS
9932,RBM14
9933,C11orf80
9934,RCE1
9935,PC
9936,LRFN4
9937,C11orf86
9938,SYT12
9939,RHOD
9940,KDM2A
9941,GRK2
9942,ANKRD13D
9943,SSH3
9944,RAD9A
9945,POLD4
9946,CLCF1
9947,PPP1CA
9948,TBC1D10C
9949,CARNS1
9950,CORO1B
9951,GPR152
9952,CABP4
9953,TMEM134
9954,AIP
9955,PITPNM1
9956,CABP2
9957,GSTP1
9958,NDUFV1
9959,NUDT8
9960,TBX10
9961,ACY3
9962,ALDH3B2
9963,UNC93B1
9964,ALDH3B1
9965,NDUFS8
9966,TCIRG1
9967,CHKA
9968,KMT5B
9969,C11orf24
9970,LRP5
9971,PPP6R3
9972,GAL
9973,TESMIN
9974,CPT1A
9975,IGHMBP2
9976,MRGPRD
9977,MRGPRF
9978,TPCN2
9979,SMIM38
9980,MYEOV
9981,CCND1
9982,LTO1
9983,FGF19
9984,FGF4
9985,FGF3
9986,ANO1
9987,FADD
9988,PPFIA1
9989,CTTN
9990,SHANK2
9991,DHCR7
9992,NADSYN1
9993,KRTAP5-7
9994,KRTAP5-8
9995,KRTAP5-9
9996,KRTAP5-10
9997,FAM86C1
9998,ZNF705E
9999,AP002495.1
10000,RNF121
10001,IL18BP
10002,NUMA1
10003,LRTOMT
10004,LAMTOR1
10005,FOLR1
10006,FOLR2
10007,INPPL1
10008,PHOX2A
10009,CLPB
10010,PDE2A
10011,ARAP1
10012,STARD10
10013,ATG16L2
10014,FCHSD2
10015,P2RY2
10016,P2RY6
10017,ARHGEF17
10018,RELT
10019,FAM168A
10020,PLEKHB1
10021,COA4
10022,PAAF1
10023,DNAJB13
10024,UCP2
10025,UCP3
10026,C2CD3
10027,PPME1
10028,P4HA3
10029,PGM2L1
10030,KCNE3
10031,LIPT2
10032,POLD3
10033,CHRDL2
10034,RNF169
10035,XRRA1
10036,SPCS2
10037,NEU3
10038,OR2AT4
10039,SLCO2B1
10040,TPBGL
10041,ARRB1
10042,KLHL35
10043,GDPD5
10044,MAP6
10045,MOGAT2
10046,DGAT2
10047,UVRAG
10048,WNT11
10049,GVQW3
10050,EMSY
10051,LRRC32
10052,TSKU
10053,ACER3
10054,B3GNT6
10055,CAPN5
10056,OMP
10057,MYO7A
10058,GDPD4
10059,PAK1
10060,AQP11
10061,RSF1
10062,AAMDC
10063,INTS4
10064,KCTD14
10065,THRSP
10066,NDUFC2
10067,ALG8
10068,KCTD21
10069,USP35
10070,GAB2
10071,NARS2
10072,TENM4
10073,FAM181B
10074,PRCP
10075,DDIAS
10076,RAB30
10077,PCF11
10078,ANKRD42
10079,DLG2
10080,TMEM126B
10081,TMEM126A
10082,CREBZF
10083,CCDC89
10084,SYTL2
10085,CCDC83
10086,PICALM
10087,EED
10088,CCDC81
10089,ME3
10090,PRSS23
10091,FZD4
10092,TMEM135
10093,RAB38
10094,CTSC
10095,GRM5
10096,TYR
10097,NOX4
10098,TRIM77
10099,TRIM64B
10100,TRIM49D1
10101,NAALAD2
10102,FAT3
10103,MTNR1B
10104,SLC36A4
10105,DEUP1
10106,SMCO4
10107,CEP295
10108,TAF1D
10109,C11orf54
10110,MED17
10111,VSTM5
10112,HEPHL1
10113,PANX1
10114,IZUMO1R
10115,GPR83
10116,MRE11
10117,ANKRD49
10118,C11orf97
10119,FUT4
10120,PIWIL4
10121,AMOTL1
10122,CWC15
10123,KDM4D
10124,KDM4E
10125,KDM4F
10126,SRSF8
10127,ENDOD1
10128,SESN3
10129,FAM76B
10130,CEP57
10131,MTMR2
10132,MAML2
10133,CCDC82
10134,JRKL
10135,CNTN5
10136,ARHGAP42
10137,PGR
10138,TRPC6
10139,ANGPTL5
10140,CEP126
10141,CFAP300
10142,YAP1
10143,BIRC3
10144,BIRC2
10145,TMEM123
10146,MMP7
10147,MMP20
10148,MMP27
10149,MMP8
10150,MMP10
10151,MMP1
10152,MMP3
10153,MMP12
10154,MMP13
10155,DCUN1D5
10156,DYNC2H1
10157,PDGFD
10158,DDI1
10159,CASP4
10160,CASP5
10161,CARD16
10162,CARD17
10163,CARD18
10164,GRIA4
10165,MSANTD4
10166,KBTBD3
10167,AASDHPPT
10168,GUCY1A2
10169,CWF19L2
10170,ELMOD1
10171,SLN
10172,SLC35F2
10173,RAB39A
10174,CUL5
10175,ACAT1
10176,NPAT
10177,ATM
10178,C11orf65
10179,POGLUT3
10180,EXPH5
10181,DDX10
10182,C11orf87
10183,RDX
10184,ZC3H12C
10185,FDX1
10186,ARHGAP20
10187,C11orf53
10188,COLCA2
10189,POU2AF1
10190,BTG4
10191,C11orf88
10192,LAYN
10193,SIK2
10194,PPP2R1B
10195,ALG9
10196,FDXACB1
10197,C11orf1
10198,CRYAB
10199,HSPB2
10200,C11orf52
10201,DIXDC1
10202,DLAT
10203,PIH1D2
10204,NKAPD1
10205,TIMM8B
10206,SDHD
10207,IL18
10208,TEX12
10209,BCO2
10210,PTS
10211,PLET1
10212,NCAM1
10213,TTC12
10214,ANKK1
10215,DRD2
10216,TMPRSS5
10217,ZW10
10218,CLDN25
10219,USP28
10220,HTR3B
10221,HTR3A
10222,ZBTB16
10223,NNMT
10224,C11orf71
10225,RBM7
10226,REXO2
10227,NXPE1
10228,NXPE4
10229,NXPE2
10230,CADM1
10231,BUD13
10232,ZPR1
10233,APOA5
10234,APOA4
10235,APOC3
10236,APOA1
10237,SIK3
10238,PAFAH1B2
10239,SIDT2
10240,TAGLN
10241,PCSK7
10242,RNF214
10243,BACE1
10244,CEP164
10245,DSCAML1
10246,FXYD2
10247,FXYD6
10248,TMPRSS13
10249,IL10RA
10250,SMIM35
10251,TMPRSS4
10252,SCN4B
10253,SCN2B
10254,JAML
10255,MPZL3
10256,MPZL2
10257,CD3E
10258,CD3D
10259,CD3G
10260,UBE4A
10261,ATP5MG
10262,KMT2A
10263,TTC36
10264,TMEM25
10265,IFT46
10266,ARCN1
10267,PHLDB1
10268,TREH
10269,DDX6
10270,CXCR5
10271,BCL9L
10272,UPK2
10273,FOXR1
10274,CCDC84
10275,TRAPPC4
10276,SLC37A4
10277,HYOU1
10278,VPS11
10279,HMBS
10280,H2AFX
10281,DPAGT1
10282,C2CD2L
10283,HINFP
10284,ABCG4
10285,NLRX1
10286,PDZD3
10287,CCDC153
10288,CBL
10289,MCAM
10290,RNF26
10291,MFRP
10292,USP2
10293,THY1
10294,NECTIN1
10295,TRIM29
10296,OAF
10297,POU2F3
10298,TLCD5
10299,ARHGEF12
10300,GRIK4
10301,TBCEL
10302,TECTA
10303,SC5D
10304,SORL1
10305,BLID
10306,UBASH3B
10307,CRTAM
10308,JHY
10309,BSX
10310,HSPA8
10311,CLMP
10312,GRAMD1B
10313,SCN3B
10314,ZNF202
10315,OR6X1
10316,OR6M1
10317,TMEM225
10318,OR8D4
10319,OR4D5
10320,OR6T1
10321,OR10S1
10322,OR10G6
10323,OR10G4
10324,OR10G9
10325,OR10G8
10326,OR10G7
10327,VWA5A
10328,OR10D3
10329,OR8G1
10330,OR8G5
10331,OR8D1
10332,OR8D2
10333,OR8B3
10334,OR8B4
10335,OR8B8
